1,SRA Run Accession,Isolate ID,Sample ID,Genus,sensu,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,WGS Acession,Phylogroup,State,fosX,lin,mprF,norB,sul,lmo0209,mogR,lmo0675,fliP,fliQ,fliR,flhB,flhA,flhF,flgG,motA,motB,lmo0688,flaA,fliN_lmo0693,lmo0696,flgE,fliN_lmo0698,fliM,fliY,flgK,flgL,fliD,lmo0708,flgB,flgC,fliE,fliF,fliG,fliH,fliI,comK,comEC,comG,comGF,comGD,comGA,cinA,comEB,comEA,coiA,comFC,comFA
294,SRR11343951,L7-0948,IA-CB-4,Listeria,strictu,L. seeligeri,24,21,2891576,37.22,315777,108.871,PRJNA561882,JAARVL000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
295,SRR11343950,L7-0949,IA-CB-4,Listeria,strictu,L. seeligeri,12,31,2830995,37.15,191376,86.9343,PRJNA561882,JAARVK000000000,L9,IA,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
296,SRR11343949,L7-0950,IA-CB-5,Listeria,strictu,L. seeligeri,12,22,2837756,37.18,240906,259.731,PRJNA561882,JAASUX000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
297,SRR11343948,L7-0952,IA-CB-5,Listeria,strictu,L. seeligeri,248,36,2940742,37.1,200459,206.727,PRJNA561882,JAASUW000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
298,SRR9206851,L7-0957,IA-CB-5,Listeria,strictu,L. monocytogenes,61,20,3014263,37.74,300273,73.2791,PRJNA514286,AAFFJY000000000,L3,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,SRR9206855,L7-0958,IL-CL-1,Listeria,strictu,L. monocytogenes,99,27,2868983,38.14,362869,76.7863,PRJNA514286,AAFFJZ000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,SRR9206863,L7-0960,IL-CL-1,Listeria,strictu,L. monocytogenes,62,13,2889271,37.99,507250,90.2522,PRJNA514286,AAFFKD000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,SRR11343946,L7-0964,IL-CL-2,Listeria,strictu,L. welshimeri,249,35,2737260,36.25,1441163,316.114,PRJNA561882,JAARVJ000000000,L8,IL,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
302,SRR11343945,L7-0970,IL-CL-4,Listeria,strictu,L. seeligeri,24,41,2978376,37.18,342068,90.0977,PRJNA561882,JAARVI000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
303,SRR9206874,L7-0973,IL-CL-4,Listeria,strictu,L. monocytogenes,62,15,3016293,37.83,474161,64.032,PRJNA514286,AAFFKQ000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
304,SRR11343944,L7-0976,IL-CL-4,Listeria,strictu,L. seeligeri,12,27,2848091,37.26,319177,54.3355,PRJNA561882,JAARVH000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
305,SRR11343943,L7-0978,GA-CNF-1,Listeria,lato,L. booriae,S5047,38,3627270,41.88,190692,155.747,PRJNA561882,JAARVG000000000,L12,GA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
306,SRR11343942,L7-0979,GA-CNF-1,Listeria,lato,L. booriae,S5048,289,3749367,41.62,560064,91.1713,PRJNA561882,JAARVF000000000,L12,GA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0
307,SRR9206846,L7-0983,GA-CNF-1,Listeria,strictu,L. monocytogenes,250,36,2986695,37.78,254321,48.478,PRJNA514286,AAFFJR000000000,L2,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
308,SRR11343941,L7-0984,GA-CNF-2,Listeria,lato,L. booriae,S5049,15,3718859,41.77,676148,63.1189,PRJNA561882,JAARVE000000000,L12,GA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
309,SRR11343940,L7-0990,GA-CNF-4,Listeria,lato,L. booriae,S5050,19,3843235,41.62,389890,44.6112,PRJNA561882,JAARVD000000000,L12,GA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
310,SRR11343939,L7-0993,GA-CNF-5,Listeria,strictu,L. cossartiae,251,29,2817180,38.61,335203,95.841,PRJNA561882,JAASUV000000000,-,GA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
311,SRR11343938,L7-0994,GA-CNF-5,Listeria,lato,L. booriae,S5051,42,3684869,41.79,237775,53.0966,PRJNA561882,JAARVC000000000,L12,GA,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
312,SRR11343937,L7-0999,SD-OL-2,Listeria,strictu,L. seeligeri,24,32,2899581,37.11,188421,89.5841,PRJNA561882,JAARVB000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
313,SRR11343935,L7-1000,SD-OL-2,Listeria,strictu,L. seeligeri,121,33,2875961,37.17,188912,95.3982,PRJNA561882,JAARVA000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
314,SRR11343934,L7-1005,SD-OL-3,Listeria,strictu,L. welshimeri,27,13,2819132,36.19,540747,127.675,PRJNA561882,JAARUZ000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0
315,SRR11343933,L7-1011,SD-OL-4,Listeria,strictu,L. welshimeri,129,25,2778058,36.16,374599,91.7718,PRJNA561882,JAARUY000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
316,SRR11343932,L7-1013,SD-OL-4,Listeria,strictu,L. welshimeri,16,10,2755415,36.2,1462474,168.189,PRJNA561882,JAARUX000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
317,SRR11343931,L7-1014,SD-OL-4,Listeria,strictu,L. welshimeri,27,15,2866603,36.15,371990,170.436,PRJNA561882,JAARUW000000000,L8,SD,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
318,SRR11343930,L7-1017,IL-KS-1,Listeria,lato,L. booriae,S5052,96,3722252,41.6,683582,81.5936,PRJNA561882,JAARUV000000000,L12,IL,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,0,-1,0
319,SRR9206871,L7-1018,IL-KS-1,Listeria,strictu,L. monocytogenes,62,13,2919775,37.93,482559,54.1232,PRJNA514286,AAFFKK000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
320,SRR11343929,L7-1021,IL-KS-2,Listeria,strictu,L. seeligeri,12,25,2820852,37.24,223393,86.4379,PRJNA561882,JAARUU000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
321,SRR9206864,L7-1025,IL-KS-2,Listeria,strictu,L. monocytogenes,195,30,2876304,38.06,208846,60.7202,PRJNA514286,AAFFKR000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,SRR9206860,L7-1026,IL-KS-2,Listeria,strictu,L. monocytogenes,90,15,2821882,38.12,367847,82.4937,PRJNA514286,AAFFKG000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,SRR9206854,L7-1027,IL-KS-4,Listeria,strictu,L. monocytogenes,234,11,2820944,38.12,1440994,84.2218,PRJNA514286,AAFFJX000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,SRR10019229,L7-1035,IL-KS-5,Listeria,strictu,L. monocytogenes,62,24,2857784,38.01,509178,62.7455,PRJNA561882,VTHM00000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,SRR11343928,L7-1037,IL-KS-5,Listeria,strictu,L. seeligeri,12,30,2870850,37.22,222470,253.486,PRJNA561882,JAASUU000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
326,SRR11343927,L7-1041,SD-LH-1,Listeria,strictu,L. welshimeri,133,13,2728841,36.28,503396,126.802,PRJNA561882,JAARUT000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0
327,SRR11343926,L7-1047,SD-LH-2,Listeria,strictu,L. seeligeri,12,72,2966092,37.1,75312,74.9506,PRJNA561882,JAARUS000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
328,SRR11343923,L7-1049,SD-LH-3,Listeria,strictu,L. ivanovii,73,24,2902494,37.04,326901,181.256,PRJNA561882,JAARUR000000000,-,SD,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1
329,SRR11343922,L7-1050,SD-LH-3,Listeria,strictu,L. seeligeri,12,82,2923231,37.12,240906,106.682,PRJNA561882,JAARUQ000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
330,SRR11343921,L7-1051,SD-LH-3,Listeria,strictu,L. seeligeri,24,36,2793199,37.27,153318,54.3396,PRJNA561882,JAARUP000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
331,SRR11343920,L7-1053,SD-LH-4,Listeria,strictu,L. seeligeri,24,42,2834893,37.19,188421,121.623,PRJNA561882,JAARUO000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
332,SRR11343919,L7-1054,SD-LH-4,Listeria,strictu,L. seeligeri,12,53,2869455,37.21,222898,96.4037,PRJNA561882,JAARUN000000000,L9,SD,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
333,SRR11343918,L7-1059,SD-SS-1,Listeria,strictu,L. innocua,252,12,2831978,37.35,488454,54.1262,PRJNA561882,JAARUM000000000,L6,MN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
334,SRR11343917,L7-1062,SD-SS-1,Listeria,strictu,L. innocua,141,17,2798603,37.3,432332,130.473,PRJNA561882,JAARUL000000000,L6,MN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
335,SRR11343916,L7-1063,SD-SS-1,Listeria,lato,L. booriae,S5017,111,3359205,41.71,225949,56.6972,PRJNA561882,JAARUK000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
336,SRR11343915,L7-1067,SD-SS-2,Listeria,strictu,L. innocua,252,73,2842157,37.24,579315,156.421,PRJNA561882,JAARUJ000000000,L6,MN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
337,SRR11343914,L7-1068,SD-SS-2,Listeria,strictu,L. seeligeri,248,41,2892023,37.15,118486,68.1478,PRJNA561882,JAARUI000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
338,SRR11343912,L7-1069,SD-SS-2,Listeria,lato,L. booriae,S5040,101,3259273,41.8,68752,69.0033,PRJNA561882,JAARUH000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
339,SRR11343911,L7-1070,SD-SS-2,Listeria,strictu,L. welshimeri,16,91,2695855,36.36,50572,34.3713,PRJNA561882,JAARUG000000000,L8,MN,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,1,0,0
340,SRR11343910,L7-1071,SD-SS-2,Listeria,lato,L. booriae,S5053,23,3352321,41.85,295290,34.6681,PRJNA561882,JAARUF000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
341,SRR11343909,L7-1072,SD-SS-2,Listeria,strictu,L. seeligeri,72,44,2836200,37.24,131349,33.5601,PRJNA561882,JAARUE000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
342,SRR11343908,L7-1073,SD-SS-2,Listeria,strictu,L. welshimeri,27,19,2824934,36.13,371971,88.3282,PRJNA561882,JAARUD000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
343,SRR11343907,L7-1075,SD-SS-3,Listeria,strictu,L. seeligeri,248,36,2912106,37.14,188529,94.6546,PRJNA561882,JAARUC000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
344,SRR11343906,L7-1081,SD-SS-4,Listeria,strictu,L. seeligeri,12,32,2806881,37.19,222865,121.626,PRJNA561882,JAARUB000000000,L9,MN,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
345,SRR11344190,L7-1087,SD-SS-5,Listeria,strictu,L. seeligeri,12,31,2806636,37.19,222864,70.9905,PRJNA561882,JAARUA000000000,L9,MN,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
346,SRR9206847,L7-1093,GA-SC-4,Listeria,strictu,L. monocytogenes,96,66,3185538,37.75,132930,54.7653,PRJNA514286,AAFFJU000000000,L1,GA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,SRR9206844,L7-1101,GA-SC-5,Listeria,strictu,L. monocytogenes,96,44,3092232,37.8,156188,81.637,PRJNA514286,AAFFJS000000000,L1,GA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,SRR11344189,L7-1107,WA-SB-4,Listeria,strictu,L. welshimeri,253,74,2888269,36.13,98156,39.207,PRJNA561882,JAARTZ000000000,L8,WA,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0
349,SRR11344188,L7-1113,MD-AEC-6,Listeria,strictu,L. seeligeri,12,33,2834199,37.15,222864,100.366,PRJNA561882,JAARTY000000000,L9,MD,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
350,SRR11344186,L7-1117,MD-AEC-7,Listeria,strictu,L. seeligeri,12,34,2919453,37.18,222864,88.8699,PRJNA561882,JAARTX000000000,L9,MD,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
351,SRR11344185,L7-1123,IL-LW-2,Listeria,strictu,L. seeligeri,12,28,2887371,37.18,184665,107.575,PRJNA561882,JAARTW000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
352,SRR9206610,L7-1129,IL-LW-3,Listeria,strictu,L. monocytogenes,82,27,2850815,38.04,200086,102.408,PRJNA514286,AAFFJP000000000,L1,IL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,SRR11344184,L7-1133,IL-LW-4,Listeria,strictu,L. seeligeri,24,115,3006157,37.05,238759,77.1201,PRJNA561882,JAARTV000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
354,SRR11344183,L7-1134,IL-LW-4,Listeria,strictu,L. seeligeri,12,27,2868123,37.2,291490,99.6635,PRJNA561882,JAARTU000000000,L9,IL,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
355,SRR9206611,L7-1139,MI-MS-1,Listeria,strictu,L. monocytogenes,62,29,2920518,37.99,229154,101.793,PRJNA514286,AAFFJV000000000,L1,MI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,SRR9206849,L7-1141,MI-MS-1,Listeria,strictu,L. monocytogenes,82,10,2902734,38.02,579130,74.0347,PRJNA514286,AAFFJW000000000,L1,MI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,SRR9206837,L7-1145,MI-MS-2,Listeria,strictu,L. monocytogenes,254,12,2827163,38.07,479744,76.4779,PRJNA514286,AAFFJT000000000,L1,MI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,SRR9206867,L7-1146,MI-MS-2,Listeria,strictu,L. monocytogenes,99,12,2868444,38.04,510522,79.3676,PRJNA514286,AAFFKU000000000,L1,MI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,SRR11344182,L7-1153,MI-MS-3,Listeria,strictu,L. seeligeri,72,21,2860860,37.23,266544,50.4348,PRJNA561882,JAARTT000000000,L9,MI,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
360,SRR11344181,L7-1159,MI-MS-4,Listeria,strictu,L. seeligeri,12,25,2835931,37.27,319176,58.9013,PRJNA561882,JAARTS000000000,L9,MI,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
361,SRR9206873,L7-1165,MI-MS-5,Listeria,strictu,L. monocytogenes,82,9,2885972,38.01,525901,59.1564,PRJNA514286,AAFFKL000000000,L1,MI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,SRR9206869,L7-1173,NY-CB-5,Listeria,strictu,L. monocytogenes,67,20,2897180,37.88,352646,55.6209,PRJNA514286,AAFFKJ000000000,L3,NY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,SRR11344180,L7-1175,NY-CB-5,Listeria,strictu,L. seeligeri,34,22,2841577,37.19,451504,64.8771,PRJNA561882,JAARTR000000000,L10,NY,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
364,SRR11344179,L7-1179,ND-KS-1,Listeria,strictu,L. seeligeri,12,37,2918630,37.17,171398,55.1648,PRJNA561882,JAARTQ000000000,L9,ND,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
365,SRR11344178,L7-1180,ND-KS-1,Listeria,strictu,L. welshimeri,27,25,2813425,36.16,585463,58.2531,PRJNA561882,JAARTP000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
366,SRR11344177,L7-1185,ND-KS-2,Listeria,strictu,L. welshimeri,27,11,2762892,36.17,1456670,83.501,PRJNA561882,JAARTO000000000,L8,ND,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
367,SRR11344175,L7-1187,ND-KS-2,Listeria,strictu,L. welshimeri,29,17,2806387,36.17,370807,53.1977,PRJNA561882,JAARTN000000000,L8,ND,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
